Player,Gross P/W (GBP/EUR),Gross P/W (USD),Gross P/Min(USD),Gross P/Y  (GBP/EUR),Gross P/Y (USD),Gross P/Y  (GBP/EUR) BONUS,Signed,Gross Remaining (USD),Status,Pos.,Pos.,Age,Country,Club,Competition,
Rico Henry,35000,44450,4.409722222,1820000,2311400,,44642,#REF!,Reserve,D,LB,27,England,Brentford,Premier League,
Bart Verbruggen,35000,44450,4.409722222,1820000,2311400,,45110,#REF!,Starter,K,GK,22,Netherlands,Brighton & Hove Albion,Premier League,
Tariq Lamptey,35000,44450,4.409722222,1820000,2311400,,44213,#REF!,Reserve,D,RB,23,Ghana,Brighton & Hove Albion,Premier League,
Marcus Bettinelli,35000,44450,4.409722222,1820000,2311400,,45012,#REF!,Reserve,K,GK,32,England,Chelsea,Premier League,
Joel Ward,35000,44450,4.409722222,1820000,2311400,,45422,#REF!,Reserve,D,RB,34,England,Crystal Palace,Premier League,
Adam Wharton,35000,44450,4.409722222,1820000,2311400,,45323,#REF!,Starter,M,DM,20,England,Crystal Palace,Premier League,
Jarrad Branthwaite,35000,44450,4.409722222,1820000,2311400,,45205,#REF!,Reserve,D,CB,22,England,Everton,Premier League,
Jake O'Brien,35000,44450,4.409722222,1820000,2311400,,45503,#REF!,Reserve,D,CB,23,Ireland,Everton,Premier League,
Harry Wilson,35000,44450,4.409722222,1820000,2311400,,44401,#REF!,Reserve,F,RW,27,Wales,Fulham,Premier League,
Jens Cajuste,35000,44450,4.409722222,1820000,2311400,,45523,#REF!,Reserve,M,DM,25,Sweden,Ipswich Town,Premier League,
Bobby Reid,35000,44450,4.409722222,1820000,2311400,,45479,#REF!,Reserve,F,RW,31,Jamaica,Leicester City,Premier League,
Bilal El Khannouss,35000,44450,4.409722222,1820000,2311400,,45533,#REF!,Reserve,F,AM,20,Morocco,Leicester City,Premier League,
Altay Bayındır,35000,44450,4.409722222,1820000,2311400,,45170,#REF!,Reserve,K,GK,26,Turkey,Manchester United,Premier League,
Jacob Murphy,35000,44450,4.409722222,1820000,2311400,,44384,#REF!,Starter,F,RW,29,England,Newcastle United,Premier League,
Andrew Omobamidele,35000,44450,4.409722222,1820000,2311400,,45170,#REF!,Reserve,D,CB,22,Ireland,Nottingham Forest,Premier League,
Morato,35000,44450,4.409722222,1820000,2311400,,45534,#REF!,Reserve,D,CB,23,Brazil,Nottingham Forest,Premier League,
Álex Moreno,35000,44450,4.409722222,1820000,2311400,,45525,#REF!,Starter,D,LB,31,Spain,Nottingham Forest,Premier League,
Nicolás Domínguez,35000,44450,4.409722222,1820000,2311400,,45170,#REF!,Reserve,M,CM,26,Argentina,Nottingham Forest,Premier League,
Harry Toffolo,35000,44450,4.409722222,1820000,2311400,,45292,#REF!,Reserve,D,LB,29,England,Nottingham Forest,Premier League,
Matz Sels,35000,44450,4.409722222,1820000,2311400,,45323,#REF!,Starter,K,GK,32,Belgium,Nottingham Forest,Premier League,
Ben Brereton,35000,44450,4.409722222,1820000,2311400,,45503,#REF!,Reserve,F,CF,25,Chile,Southampton,Premier League,
Vladimír Coufal,35000,44450,4.409722222,1820000,2311400,,44106,#REF!,Reserve,D,RB,32,Czech Republic,West Ham United,Premier League,
André Trindade,35000,44450,4.409722222,1820000,2311400,,45534,#REF!,Starter,M,DM,23,Brazil,Wolverhampton Wanderers,Premier League,
Jean-Ricner Bellegarde,35000,44450,4.409722222,1820000,2311400,,45170,#REF!,Reserve,M,CM,26,France,Wolverhampton Wanderers,Premier League,
Sasa Kalajdzic,35000,44450,4.409722222,1820000,2311400,,44804,#REF!,Reserve,F,CF,27,Austria,Wolverhampton Wanderers,Premier League,
Maximilian Philipp,40385,43615.8,4.326964286,2100000,2268000,,45474,#REF!,Reserve,F,SS,30,Germany,SC Freiburg,Bundesliga,
Marius Bülter,40385,43615.8,4.326964286,2100000,2268000,,45113,#REF!,Starter,F,LW,31,Germany,TSG Hoffenheim,Bundesliga,
Mikel Vesga,40000,43200,4.285714286,2080000,2246400,,45281,#REF!,Reserve,M,DM,31,Spain,Athletic Bilbao,La Liga,
Gorka Guruzeta,40000,43200,4.285714286,2080000,2246400,,45342,#REF!,Starter,F,CF,27,Spain,Athletic Bilbao,La Liga,
Piero Hincapié,40000,43200,4.285714286,2080000,2246400,,44969,#REF!,Reserve,D,CB,22,Ecuador,Bayer Leverkusen,Bundesliga,
Marius Wolf,40000,43200,4.285714286,2080000,2246400,,45512,#REF!,Starter,D,RB,29,Germany,FC Augsburg,Bundesliga,
Scott McKenna,40000,43200,4.285714286,2080000,2246400,,45512,#REF!,Reserve,D,CB,27,Scotland,Las Palmas,La Liga,
Oliver McBurnie,40000,43200,4.285714286,2080000,2246400,,45498,#REF!,Starter,F,CF,28,Scotland,Las Palmas,La Liga,
Marc Bartra,40000,43200,4.285714286,2080000,2246400,,45446,#REF!,Reserve,D,CB,33,Spain,Real Betis,La Liga,
Isaac Romero,40000,43200,4.285714286,2080000,2246400,,45436,#REF!,Starter,F,CF,24,Spain,Sevilla,La Liga,
Alexander Prass,40000,43200,4.285714286,2080000,2246400,,45509,#REF!,Starter,M,LM,23,Austria,TSG Hoffenheim,Bundesliga,
Ayoze Pérez,40000,43200,4.285714286,2080000,2246400,,45517,#REF!,Reserve,F,LW,31,Spain,Villarreal,La Liga,
 Igor Paixão                    ,33846,42984.42,4.264327381,1760000,2235200,                 ," Oct 25, 2024     ",#REF!, Starter , F    , LW   ,24, Brazil                           ,Feyenoord,UEFA Champions League,
 Ramiz Zerrouki                 ,33846,42984.42,4.264327381,1760000,2235200,                 ," Jul 1, 2023      ",#REF!, Reserve , M    , DM   ,26, Algeria                          ,Feyenoord,UEFA Champions League,
 Santiago Gimenez               ,33846,42984.42,4.264327381,1760000,2235200,                 ," Aug 3, 2023      ",#REF!, Starter , F    , CF   ,23, Mexico                           ,Feyenoord,UEFA Champions League,
Jonas Wind,39231,42369.48,4.203321429,2040000,2203200,,44592,#REF!,Starter,F,CF,25,Denmark,VfL Wolfsburg,Bundesliga,
 Gonçalo Inácio           ,33269,42251.63,4.19162996,1730000,2197100,                 ," Aug 17, 2023     ",#REF!, Reserve , D    , CB   ,23, Portugal                         ,Sporting CP,UEFA Champions League,
Clément Lenglet,38462,41538.96,4.120928571,2000000,2160000,,45530,#REF!,Reserve,D,CB,29,France,Barcelona,La Liga,
Victor Boniface,38462,41538.96,4.120928571,2000000,2160000,,45129,#REF!,Starter,F,CF,23,Nigeria,Bayer Leverkusen,Bundesliga,
Sven Ulreich,38462,41538.96,4.120928571,2000000,2160000,,45258,#REF!,Reserve,K,GK,36,Germany,Bayern Munich,Bundesliga,
Marvin Friedrich,38462,41538.96,4.120928571,2000000,2160000,,44572,#REF!,Reserve,D,CB,28,Germany,Borussia Monchengladbach,Bundesliga,
Fran Beltrán,38462,41538.96,4.120928571,2000000,2160000,,44574,#REF!,Starter,M,CM,25,Spain,Celta Vigo,La Liga,
Igor Zubeldia,38462,41538.96,4.120928571,2000000,2160000,,45063,#REF!,Starter,D,CB,27,Spain,Real Sociedad,La Liga,
Baptiste Santamaria,38462,41538.96,4.120928571,2000000,2160000,,45316,#REF!,Reserve,M,DM,29,France,Rennes,Ligue 1,
Attila Szalai,38462,41538.96,4.120928571,2000000,2160000,,45131,#REF!,Reserve,D,CB,26,Hungary,TSG Hoffenheim,Bundesliga,
Pavel Kaderabek,38462,41538.96,4.120928571,2000000,2160000,,44588,#REF!,Reserve,D,RB,32,Czech Republic,TSG Hoffenheim,Bundesliga,
Lukas Nmecha,38462,41538.96,4.120928571,2000000,2160000,,44393,#REF!,Reserve,F,CF,25,Germany,VfL Wolfsburg,Bundesliga,
Patrick Wimmer,38462,41538.96,4.120928571,2000000,2160000,,44743,#REF!,Reserve,F,RW,23,Austria,VfL Wolfsburg,Bundesliga,
Álex Baena,38462,41538.96,4.120928571,2000000,2160000,,44946,#REF!,Starter,F,AM,23,Spain,Villarreal,La Liga,
Juan Foyth,38462,41538.96,4.120928571,2000000,2160000,,44378,#REF!,Reserve,D,RB,26,Argentina,Villarreal,La Liga,
Edimilson Fernandes,38077,41123.16,4.079678571,1980000,2138400,,45534,#REF!,Reserve,D,CB,28,Switzerland,Auxerre,Ligue 1,
Alex Král,38077,41123.16,4.079678571,1980000,2138400,,45511,#REF!,Starter,M,DM,26,Czech Republic,Espanyol,La Liga,
Mitchell Weiser,38077,41123.16,4.079678571,1980000,2138400,,45429,#REF!,Starter,D,RB,30,Germany,Werder Bremen,Bundesliga,
 Walter Benítez                 ,32308,41031.16,4.070551587,1680000,2133600,                 ," Jul 1, 2022      ",#REF!, Starter , K    , GK   ,31, Argentina                        ,PSV Eindhoven,UEFA Champions League,
 Mert Günok                ,32115,40786.05,4.046235119,1670000,2120900,                 ," Jul 31, 2023     ",#REF!, Starter , K    , GK   ,35, Turkey                           ,Besiktas,UEFA Europa League,
 Jonas Svensson            ,32115,40786.05,4.046235119,1670000,2120900,                 ," Jan 10, 2024     ",#REF!, Starter , D    , RB   ,31, Norway                           ,Besiktas,UEFA Europa League,
 Kerem Demirbay            ,32115,40786.05,4.046235119,1670000,2120900,                 ," Aug 3, 2023      ",#REF!, Reserve , M    , CM   ,31, Germany                          ,Galatasaray,UEFA Europa League,
 Léo Duarte                ,32115,40786.05,4.046235119,1670000,2120900,                 ," Jul 8, 2022      ",#REF!, Starter , D    , CB   ,28, Brazil                           ,Istanbul Basaksehir,UEFA Conference League,
 Deniz Türüç               ,32115,40786.05,4.046235119,1670000,2120900,                 ," Sep 13, 2023     ",#REF!, Starter , F    , RW   ,31, Turkey                           ,Istanbul Basaksehir,UEFA Conference League,
 Chuba Akpom                    ,31923,40542.21,4.022044643,1660000,2108200,                 ," Aug 16, 2023     ",#REF!, Reserve , F    , CF   ,28, England                          ,Ajax,UEFA Europa League,
Jordan Teze,37500,40500,4.017857143,1950000,2106000,,45524,#REF!,Reserve,D,RB,24,Netherlands,Marseille,Ligue 1,
David Jurásek,36923,39876.84,3.956035714,1920000,2073600,,45474,#REF!,Reserve,D,LB,24,Czech Republic,TSG Hoffenheim,Bundesliga,
Hugo Guillamón,36923,39876.84,3.956035714,1920000,2073600,,44837,#REF!,Reserve,M,DM,24,Spain,Valencia,La Liga,
 Samu Omorodion           ,31346,39809.42,3.949347222,1630000,2070100,                 ," Aug 23, 2024     ",#REF!, Starter , F    , CF   ,20, Spain                            ,Porto,UEFA Europa League,
Anton Stach,36538,39461.04,3.914785714,1900000,2052000,,45170,#REF!,Starter,M,CM,25,Germany,TSG Hoffenheim,Bundesliga,
Rafa Mir,36538,39461.04,3.914785714,1900000,2052000,,45484,#REF!,Reserve,F,CF,27,Spain,Valencia,La Liga,
Joakim Maehle,36538,39461.04,3.914785714,1900000,2052000,,45150,#REF!,Reserve,D,RB,27,Denmark,VfL Wolfsburg,Bundesliga,
Paul Wanner,36346,39253.68,3.894214286,1890000,2041200,,45474,#REF!,Starter,F,AM,18,Germany,1. FC Heidenheim,Bundesliga,
Ko Itakura,36346,39253.68,3.894214286,1890000,2041200,,44744,#REF!,Starter,D,CB,27,Japan,Borussia Monchengladbach,Bundesliga,
Hugo Larsson,36346,39253.68,3.894214286,1890000,2041200,,45569,#REF!,Starter,M,CM,20,Sweden,Eintracht Frankfurt,Bundesliga,
Silvan Widmer,36346,39253.68,3.894214286,1890000,2041200,,45051,#REF!,Reserve,D,RB,31,Switzerland,Mainz 05,Bundesliga,
Jonathan Burkardt,36346,39253.68,3.894214286,1890000,2041200,,45292,#REF!,Starter,F,CF,24,Germany,Mainz 05,Bundesliga,
Jae-sung Lee,36346,39253.68,3.894214286,1890000,2041200,,45104,#REF!,Starter,F,AM,32,South Korea,Mainz 05,Bundesliga,
Maximilian Mittelstädt,36346,39253.68,3.894214286,1890000,2041200,,45535,#REF!,Starter,D,LB,27,Germany,VfB Stuttgart,Bundesliga,
Enzo Millot,36346,39253.68,3.894214286,1890000,2041200,,44422,#REF!,Starter,F,AM,22,France,VfB Stuttgart,Bundesliga,
Ivan Ordets,36346,39253.68,3.894214286,1890000,2041200,,45474,#REF!,Starter,D,CB,32,Ukraine,VfL Bochum,Bundesliga,
Denis Vavro,36346,39253.68,3.894214286,1890000,2041200,,45534,#REF!,Starter,D,CB,28,Slovakia,VfL Wolfsburg,Bundesliga,
 Noa Lang                       ,30769,39076.63,3.876649802,1600000,2032000,                 ," Jul 8, 2023      ",#REF!, Reserve , F    , LW   ,25, Netherlands                      ,PSV Eindhoven,UEFA Champions League,
Álvaro Djaló,36154,39046.32,3.873642857,1880000,2030400,,45474,#REF!,Reserve,F,LW,25,Spain,Athletic Bilbao,La Liga,
Romain Perraud,36154,39046.32,3.873642857,1880000,2030400,,45474,#REF!,Reserve,D,LB,26,France,Real Betis,La Liga,
Cristhian Mosquera,36154,39046.32,3.873642857,1880000,2030400,,45357,#REF!,Starter,D,CB,20,Spain,Valencia,La Liga,
Pape Gueye,36154,39046.32,3.873642857,1880000,2030400,,45478,#REF!,Starter,M,DM,25,Senegal,Villarreal,La Liga,
Dimitri Foulquier,35962,38838.96,3.853071429,1870000,2019600,,44438,#REF!,Starter,D,RB,31,Guadeloupe,Valencia,La Liga,
Odilon Kossounou,35577,38423.16,3.811821429,1850000,1998000,,45532,#REF!,Reserve,D,CB,23,Cote d'Ivoire,Atalanta,Serie A,
Rafael Tolói,35577,38423.16,3.811821429,1850000,1998000,,44743,#REF!,Reserve,D,CB,33,Italy,Atalanta,Serie A,
Nicolò Casale,35577,38423.16,3.811821429,1850000,1998000,,45534,#REF!,Reserve,D,CB,26,Italy,Bologna,Serie A,
Remo Freuler,35577,38423.16,3.811821429,1850000,1998000,,45325,#REF!,Starter,M,CM,32,Switzerland,Bologna,Serie A,
Tommaso Pobega,35577,38423.16,3.811821429,1850000,1998000,,45528,#REF!,Reserve,M,CM,25,Italy,Bologna,Serie A,
Nicolas Viola,35577,38423.16,3.811821429,1850000,1998000,,45488,#REF!,Starter,M,CM,34,Italy,Cagliari,Serie A,
Sebastiano Luperto,35577,38423.16,3.811821429,1850000,1998000,,45481,#REF!,Starter,D,CB,27,Italy,Cagliari,Serie A,
Stefano Sensi,35577,38423.16,3.811821429,1850000,1998000,,45512,#REF!,Reserve,M,CM,29,Italy,Monza,Serie A,
Pasquale Mazzocchi,35577,38423.16,3.811821429,1850000,1998000,,45296,#REF!,Reserve,D,RB,29,Italy,Napoli,Serie A,
Samuel Dahl,35577,38423.16,3.811821429,1850000,1998000,,45501,#REF!,Reserve,D,LB,21,Sweden,Roma,Serie A,
Samuele Ricci,35577,38423.16,3.811821429,1850000,1998000,,44743,#REF!,Starter,M,DM,23,Italy,Torino,Serie A,
Yann Karamoh,35577,38423.16,3.811821429,1850000,1998000,,45076,#REF!,Reserve,F,LW,26,France,Torino,Serie A,
 Ibrahim Osman                  ,30192,38343.84,3.803952381,1570000,1993900,                 ," Aug 15, 2024     ",#REF!, Starter , F    , LW   ,19, Ghana                            ,Feyenoord,UEFA Champions League,
Wilfried Stephane Singo,35385,38215.8,3.79125,1840000,1987200,,45155,#REF!,Starter,D,RB,23,Cote d'Ivoire,Marseille,Ligue 1,
Thierry Correia,35385,38215.8,3.79125,1840000,1987200,,44473,#REF!,Starter,D,RB,25,Portugal,Valencia,La Liga,
 António Silva            ,30000,38100,3.779761905,1560000,1981200,                 ," Sep 5, 2022      ",#REF!, Starter , D    , CB   ,20, Portugal                         ,Benfica,UEFA Champions League,
Dean Huijsen,30000,38100,3.779761905,1560000,1981200,,45503,#REF!,Reserve,D,CB,19,Spain,Bournemouth,Premier League,
Milos Kerkez,30000,38100,3.779761905,1560000,1981200,,45127,#REF!,Starter,D,LB,20,Hungary,Bournemouth,Premier League,
Ethan Pinnock,30000,38100,3.779761905,1560000,1981200,,45074,#REF!,Starter,D,CB,31,Jamaica,Brentford,Premier League,
Joshua Da Silva,30000,38100,3.779761905,1560000,1981200,,45429,#REF!,Reserve,M,CM,25,England,Brentford,Premier League,
Mark Flekken,30000,38100,3.779761905,1560000,1981200,,45108,#REF!,Starter,K,GK,31,Netherlands,Brentford,Premier League,
Mikkel Damsgaard,30000,38100,3.779761905,1560000,1981200,,44783,#REF!,Starter,F,LW,24,Denmark,Brentford,Premier League,
Nathan Collins,30000,38100,3.779761905,1560000,1981200,,45111,#REF!,Starter,D,CB,23,Ireland,Brentford,Premier League,
Vitaly Janelt,30000,38100,3.779761905,1560000,1981200,,44652,#REF!,Starter,M,DM,26,Germany,Brentford,Premier League,
Evan Ferguson,30000,38100,3.779761905,1560000,1981200,,45240,#REF!,Reserve,F,CF,19,Ireland,Brighton & Hove Albion,Premier League,
Jan Paul van Hecke,30000,38100,3.779761905,1560000,1981200,,45275,#REF!,Reserve,D,CB,24,Netherlands,Brighton & Hove Albion,Premier League,
Chadi Riad,30000,38100,3.779761905,1560000,1981200,,45475,#REF!,Reserve,D,CB,21,Morocco,Crystal Palace,Premier League,
James Garner,30000,38100,3.779761905,1560000,1981200,,44805,#REF!,Starter,M,DM,23,England,Everton,Premier League,
Asmir Begovic,30000,38100,3.779761905,1560000,1981200,,45527,#REF!,Reserve,K,GK,37,Bosnia-Herzegovina,Everton,Premier League,
Youssef Chermiti,30000,38100,3.779761905,1560000,1981200,,45149,#REF!,Reserve,F,CF,20,Portugal,Everton,Premier League,
Tom Cairney,30000,38100,3.779761905,1560000,1981200,,45293,#REF!,Reserve,M,CM,33,Scotland,Fulham,Premier League,
Ben Johnson,30000,38100,3.779761905,1560000,1981200,,45474,#REF!,Starter,D,RB,24,England,Ipswich Town,Premier League,
Samy Morsy,30000,38100,3.779761905,1560000,1981200,,45504,#REF!,Starter,M,CM,32,Egypt,Ipswich Town,Premier League,
James Justin,30000,38100,3.779761905,1560000,1981200,,44615,#REF!,Starter,D,LB,26,England,Leicester City,Premier League,
Jordan Ayew,30000,38100,3.779761905,1560000,1981200,,45527,#REF!,Starter,F,CF,32,Ghana,Leicester City,Premier League,
Jarell Quansah,30000,38100,3.779761905,1560000,1981200,,45572,#REF!,Reserve,D,CB,21,England,Liverpool,Premier League,
Scott Carson,30000,38100,3.779761905,1560000,1981200,,45435,#REF!,Reserve,K,GK,38,England,Manchester City,Premier League,
Ramón Sosa,30000,38100,3.779761905,1560000,1981200,,45520,#REF!,Reserve,F,LW,25,Paraguay,Nottingham Forest,Premier League,
Danilo,30000,38100,3.779761905,1560000,1981200,,44942,#REF!,Reserve,M,DM,23,Brazil,Nottingham Forest,Premier League,
Murillo,30000,38100,3.779761905,1560000,1981200,,45169,#REF!,Starter,D,CB,22,Brazil,Nottingham Forest,Premier League,
Charlie Taylor,30000,38100,3.779761905,1560000,1981200,,45474,#REF!,Reserve,D,LB,30,England,Southampton,Premier League,
Flynn Downes,30000,38100,3.779761905,1560000,1981200,,45489,#REF!,Starter,M,DM,25,England,Southampton,Premier League,
Paul Onuachu,30000,38100,3.779761905,1560000,1981200,,44957,#REF!,Reserve,F,CF,30,Nigeria,Southampton,Premier League,
Crysencio Summerville,30000,38100,3.779761905,1560000,1981200,,45507,#REF!,Reserve,F,LW,22,Netherlands,West Ham United,Premier League,
João Gomes,30000,38100,3.779761905,1560000,1981200,,44956,#REF!,Starter,M,CM,23,Brazil,Wolverhampton Wanderers,Premier League,
Santiago Bueno,30000,38100,3.779761905,1560000,1981200,,45169,#REF!,Reserve,D,CB,25,Uruguay,Wolverhampton Wanderers,Premier League,
Angelo Fulgini,35000,37800,3.75,1820000,1965600,,45108,#REF!,Starter,F,AM,28,France,Le Havre,Ligue 1,
Gift Emmanuel Orban,35000,37800,3.75,1820000,1965600,,45309,#REF!,Reserve,F,CF,22,Nigeria,Lille,Ligue 1,
Lilian Brassier,35000,37800,3.75,1820000,1965600,,45476,#REF!,Reserve,D,CB,24,France,Lyon,Ligue 1,
Benjamin Lecomte,35000,37800,3.75,1820000,1965600,,44952,#REF!,Reserve,K,GK,33,France,Montpellier,Ligue 1,
Glen Kamara,35000,37800,3.75,1820000,1965600,,45489,#REF!,Starter,M,CM,28,Finland,Rennes,Ligue 1,
Miha Zajc,35000,37800,3.75,1820000,1965600,,45534,#REF!,Reserve,M,CM,30,Slovenia,Toulouse,Ligue 1,
 Alexander Bah            ,29615,37611.05,3.73125496,1540000,1955800,                 ," Jul 1, 2022      ",#REF!, Starter , D    , RB   ,26, Denmark                          ,Benfica,UEFA Champions League,
 Ousmane Diomande         ,29615,37611.05,3.73125496,1540000,1955800,                 ," Jan 31, 2023     ",#REF!, Starter , D    , CB   ,20, Cote d'Ivoire                    ,Sporting CP,UEFA Champions League,
Nathan Tella,34615,37384.2,3.70875,1800000,1944000,,45165,#REF!,Reserve,F,RW,25,Nigeria,Bayer Leverkusen,Bundesliga,
Aleksandar Pavlovic,34615,37384.2,3.70875,1800000,1944000,,45459,#REF!,Starter,M,DM,20,Germany,Bayern Munich,Bundesliga,
Daler Kuzyaev,34615,37384.2,3.70875,1800000,1944000,,45119,#REF!,Reserve,M,CM,31,Russia,Brest,Ligue 1,
Portu,34615,37384.2,3.70875,1800000,1944000,,45170,#REF!,Reserve,F,RW,32,Spain,Girona,La Liga,
Ismaily,34615,37384.2,3.70875,1800000,1944000,,45430,#REF!,Reserve,D,LB,34,Brazil,Lens,Ligue 1,
Dominik Kohr,34615,37384.2,3.70875,1800000,1944000,,44743,#REF!,Starter,M,DM,30,Germany,Mainz 05,Bundesliga,
Stefan Bell,34615,37384.2,3.70875,1800000,1944000,,45464,#REF!,Reserve,D,CB,33,Germany,Mainz 05,Bundesliga,
El Chadaille Bitshiabu,34615,37384.2,3.70875,1800000,1944000,,45125,#REF!,Reserve,D,CB,19,France,RB Leipzig,Bundesliga,
Jesús Vallejo,34615,37384.2,3.70875,1800000,1944000,,44013,#REF!,Reserve,D,CB,27,Spain,Real Madrid,La Liga,
Jacob Bruun Larsen,34615,37384.2,3.70875,1800000,1944000,,43861,#REF!,Reserve,F,LW,25,Denmark,TSG Hoffenheim,Bundesliga,
Jordan Siebatcheu,34615,37384.2,3.70875,1800000,1944000,,44743,#REF!,Reserve,F,CF,28,United States,Union Berlin,Bundesliga,
Ridle Baku,34615,37384.2,3.70875,1800000,1944000,,44105,#REF!,Starter,D,RB,26,Germany,VfL Wolfsburg,Bundesliga,
Milan Badelj,34423,37176.84,3.688178571,1790000,1933200,,45427,#REF!,Reserve,M,DM,35,Croatia,Genoa,Serie A,
